,question,answer
1845,"Thẩm phán, Hội thẩm nhân dân phải từ chối tiến hành tố tụng trong trường hợp nào?","Thẩm phán, Hội thẩm nhân dân phải từ chối tiến hành tố tụng trong trường hợp thuộc một trong những trường hợp quy định tại Điều 52 của Bộ luật hoặc khi họ cùng trong một Hội đồng xét xử và là người thân thích với nhau."
1846,Khi nào chỉ có một người được tiến hành tố tụng trong trường hợp họ cùng trong một Hội đồng xét xử và là người thân thích với nhau?,Chỉ có một người được tiến hành tố tụng khi họ cùng trong một Hội đồng xét xử và là người thân thích với nhau.
1847,"Thẩm phán, Hội thẩm nhân dân có thể tham gia giải quyết vụ việc dân sự trong trường hợp nào?","Thẩm phán, Hội thẩm nhân dân có thể tham gia giải quyết vụ việc dân sự nếu họ là thành viên của Hội đồng Thẩm phán Tòa án nhân dân tối cao, Ủy ban Thẩm phán Tòa án nhân dân cấp cao."
1848,Điều 199 của Bộ luật quy định về điều gì?,"Điều 199 của Bộ luật quy định về quyền và nghĩa vụ của bị đơn, người có quyền lợi, nghĩa vụ liên quan khi họ nhận được thông báo về việc khởi kiện."
1849,"Trong thời hạn bao lâu từ khi nhận được thông báo, bị đơn phải nộp ý kiến của họ đối với yêu cầu của nguyên đơn?","Trong thời hạn 15 ngày, kể từ ngày nhận được thông báo, bị đơn phải nộp ý kiến của họ đối với yêu cầu của nguyên đơn."
1850,Bị đơn có quyền yêu cầu Tòa án điều gì khi họ nhận được thông báo khởi kiện?,"Bị đơn có quyền yêu cầu Tòa án cho xem, ghi chép, sao chụp đơn khởi kiện và tài liệu, chứng cứ kèm theo đơn khởi kiện, trừ tài liệu, chứng cứ quy định tại khoản 2 Điều 109 của Bộ luật."
1851,Khi nào bị đơn có thể yêu cầu gia hạn thời hạn nộp ý kiến đối với yêu cầu của nguyên đơn?,"Khi cần gia hạn, bị đơn phải có đơn đề nghị gia hạn gửi cho Tòa án, nêu rõ lý do. Nếu đề nghị gia hạn có căn cứ, Tòa án phải gia hạn thời hạn nhưng không quá 15 ngày."
1852,Điều 267 của Bộ luật quy định về điều gì?,"Điều 267 của Bộ luật quy định về quy trình tuyên án của Hội đồng xét xử khi có sự có mặt của các đương sự, đại diện cơ quan, tổ chức và cá nhân khởi kiện."
1853,Hội đồng xét xử tuyên đọc bản án trong tình huống nào?,"Hội đồng xét xử tuyên đọc bản án trong tình huống có sự có mặt của các đương sự, đại diện cơ quan, tổ chức và cá nhân khởi kiện."
1854,Xảy ra tình huống gì khi đương sự có mặt tại phiên tòa nhưng vắng mặt khi tuyên án?,"Trường hợp đương sự có mặt tại phiên tòa nhưng vắng mặt khi tuyên án, Hội đồng xét xử vẫn tuyên đọc bản án."
1855,Ai thường tuyên đọc bản án trong phiên tòa?,Chủ tọa phiên tòa hoặc một thành viên khác của Hội đồng xét xử thường tuyên đọc bản án trong phiên tòa.
1856,Có trường hợp nào Hội đồng xét xử chỉ tuyên công khai phần mở đầu và phần quyết định của bản án?,Trường hợp Tòa án xét xử kín theo quy định tại khoản 2 Điều 15 của Bộ luật thì Hội đồng xét xử chỉ tuyên công khai phần mở đầu và phần quyết định của bản án.
1857,Ai có quyền yêu cầu người phiên dịch khi đương sự cần sử dụng dịch vụ phiên dịch?,"Bất kỳ đương sự nào cần sử dụng dịch vụ phiên dịch đều có quyền yêu cầu người phiên dịch, và người phiên dịch phải dịch lại cho họ nghe toàn bộ bản án hoặc phần mở đầu và phần quyết định của bản án được tuyên công khai."
1858,Điều 167 của Bộ luật quy định về điều gì?,Điều 167 của Bộ luật quy định về chi phí cho người làm chứng trong vụ kiện.
1859,Người nào phải chịu tiền chi phí cho người làm chứng?,Người đề nghị Tòa án triệu tập người làm chứng phải chịu tiền chi phí cho người làm chứng.
1860,Khi nào người đề nghị phải chịu tiền chi phí cho người làm chứng?,Người đề nghị phải chịu tiền chi phí cho người làm chứng khi lời làm chứng phù hợp với sự thật nhưng không đúng với yêu cầu của người đề nghị.
1861,Trong trường hợp nào chi phí này do đương sự có yêu cầu độc lập với yêu cầu của người đề nghị chịu?,Trường hợp lời làm chứng phù hợp với sự thật và đúng với yêu cầu của người đề nghị triệu tập người làm chứng thì chi phí này do đương sự có yêu cầu độc lập với yêu cầu của người đề nghị chịu.
1862,Điều 463 của Bộ luật quy định về vấn đề gì?,Điều 463 của Bộ luật quy định về quy trình tạm đình chỉ thi hành phán quyết của Trọng tài nước ngoài trong trường hợp có thông báo về việc hủy bỏ hoặc đình chỉ thi hành phán quyết đó từ cơ quan có thẩm quyền của nước ngoài.
1863,Ai phải yêu cầu Thủ trưởng cơ quan thi hành án dân sự tạm đình chỉ thi hành phán quyết của Trọng tài nước ngoài?,Tòa án đã ra quyết định công nhận và cho thi hành tại Việt Nam phán quyết đó phải yêu cầu Thủ trưởng cơ quan thi hành án dân sự tạm đình chỉ thi hành phán quyết của Trọng tài nước ngoài.
1864,Thủ trưởng cơ quan thi hành án dân sự có thể áp dụng biện pháp bảo đảm gì trong trường hợp tiếp tục thi hành phán quyết của Trọng tài nước ngoài?,"Thủ trưởng cơ quan thi hành án dân sự có thể áp dụng biện pháp bảo đảm cần thiết cho việc tiếp tục thi hành phán quyết của Trọng tài nước ngoài theo quy định của pháp luật về thi hành án dân sự nếu có yêu cầu của cơ quan, tổ chức, cá nhân được thi hành."
1865,"Ai phải gửi quyết định tạm đình chỉ thi hành phán quyết cho đương sự, người có quyền lợi, nghĩa vụ liên quan sau khi nhận được quyết định từ Thủ trưởng cơ quan thi hành án dân sự?","Thủ trưởng cơ quan thi hành án dân sự phải gửi quyết định tạm đình chỉ thi hành phán quyết cho đương sự, người có quyền lợi, nghĩa vụ liên quan sau khi nhận được quyết định từ Tòa án đã ra quyết định công nhận và cho thi hành tại Việt Nam phán quyết của Trọng tài nước ngoài."
1866,Tòa án đã ra quyết định công nhận và cho thi hành tại Việt Nam phán quyết của Trọng tài nước ngoài có thể ra quyết định tạm đình chỉ thi hành phán quyết trong trường hợp nào?,Tòa án đã ra quyết định công nhận và cho thi hành tại Việt Nam phán quyết của Trọng tài nước ngoài có thể ra quyết định tạm đình chỉ thi hành phán quyết trong trường hợp có thông báo bằng văn bản từ cơ quan có thẩm quyền của nước ngoài về việc đang xem xét yêu cầu hủy bỏ hoặc đình chỉ thi hành phán quyết của Trọng tài nước ngoài từ đương sự hoặc Bộ Tư pháp.
1867,Điều 296 của Bộ luật quy định về vấn đề gì?,Điều 296 của Bộ luật quy định về quy trình hoãn phiên tòa phúc thẩm trong trường hợp Kiểm sát viên được phân công tham gia phiên tòa phúc thẩm mà vắng mặt.
1868,Trường hợp nào Hội đồng xét xử có thể tiến hành xét xử mà không hoãn phiên tòa phúc thẩm?,"Hội đồng xét xử có thể tiến hành xét xử mà không hoãn phiên tòa phúc thẩm trong trường hợp Kiểm sát viên được phân công tham gia phiên tòa phúc thẩm mà vắng mặt, trừ trường hợp Viện kiểm sát có kháng nghị phúc thẩm."
1869,Ai được triệu tập hợp lệ lần thứ nhất nếu vắng mặt trong phiên tòa phúc thẩm?,"Người kháng cáo, người không kháng cáo nhưng có quyền lợi, nghĩa vụ liên quan đến việc kháng cáo, kháng nghị, người bảo vệ quyền và lợi ích hợp pháp của họ được Tòa án triệu tập hợp lệ lần thứ nhất nếu vắng mặt trong phiên tòa phúc thẩm."
1870,Những trường hợp nào người kháng cáo được xem xử vắng mặt mà không cần đơn đề nghị xét xử vắng mặt?,Người kháng cáo được xem xử vắng mặt mà không cần đơn đề nghị xét xử vắng mặt trong trường hợp họ có đơn đề nghị xét xử phúc thẩm.
1871,Khi nào Tòa án đình chỉ xét xử phúc thẩm đối với phần kháng cáo của người kháng cáo vắng mặt?,Tòa án đình chỉ xét xử phúc thẩm đối với phần kháng cáo của người kháng cáo vắng mặt trong phần quyết định của bản án.
1872,Điều 267 của Bộ luật quy định về vấn đề gì?,"Điều 267 của Bộ luật quy định về quy trình tuyên án của Hội đồng xét xử trong phiên tòa với sự có mặt của các đương sự, đại diện cơ quan, tổ chức và cá nhân khởi kiện."
1873,"Trong trường hợp đương sự vắng mặt khi tuyên án, Hội đồng xét xử có thể làm gì?","Trong trường hợp đương sự vắng mặt khi tuyên án hoặc vắng mặt theo quy định tại khoản 4 Điều 264 của Bộ luật, Hội đồng xét xử vẫn tuyên đọc bản án."
1874,"Khi tuyên án, mọi người trong phòng xử án phải làm gì?","Khi tuyên án, mọi người trong phòng xử án phải đứng dậy, trừ trường hợp đặc biệt được sự đồng ý của chủ tọa phiên tòa."
